company_id,company_name,careers_url,old_ats_provider,reason
1511,Paragraf,https://www.paragraf.com/,teamtailor,resolver_no_match
1522,7bridges,https://www.the7bridges.com/,bamboohr,resolver_no_match
1524,Contilio,https://www.contilio.com/index.html,teamtailor,resolver_no_match
1545,Forefront RF,https://www.forefrontrf.com/,smartrecruiters,resolver_no_match
1561,Quotient Sciences,https://www.quotientsciences.com/,greenhouse,resolver_no_match
1569,Black Swan Data,https://www.blackswan.com/,greenhouse,resolver_no_match
1572,Anton,https://antoncorp.com/,smartrecruiters,resolver_no_match
1575,LivaNova,https://www.livanova.com/en-us,smartrecruiters,resolver_no_match
1577,Hived,https://www.hived.space/,teamtailor,resolver_no_match
1587,Miller Insurance,https://www.miller-insurance.com/,teamtailor,resolver_no_match
1589,Open Health Group,https://www.openhealthgroup.com/,teamtailor,resolver_no_match
1598,Mountain Warehouse,https://www.mountainwarehouse.com/,teamtailor,resolver_no_match
1621,Fdm Group,https://www.fdmgroup.com/,smartrecruiters,resolver_no_match
1622,The Workshop,https://www.theworkshop.com/,smartrecruiters,resolver_no_match
1627,Rapyd,https://www.rapyd.net/,teamtailor,resolver_no_match
1633,Minviro,https://www.minviro.com/,teamtailor,resolver_no_match
1634,Earlybird VC,https://earlybird.com/,lever,resolver_no_match
1635,Quanteam UK,https://www.quanteam.co.uk/,teamtailor,resolver_no_match
1636,AXA UK,https://www.axa-im.co.uk/,smartrecruiters,resolver_no_match
1638,Deloitte,https://www.deloitte.com/uk/en.html,smartrecruiters,resolver_no_match
1645,KPMG,https://kpmg.com/xx/en/home.html,lever,resolver_no_match
1647,Skanska,https://www.skanska.co.uk/,smartrecruiters,resolver_no_match
1648,SLR Consulting,https://www.slrconsulting.com/,teamtailor,resolver_no_match
1652,EY,https://www.ey.com/en_uk,smartrecruiters,resolver_no_match
1653,NTT Data,https://uk.nttdata.com/,bamboohr,resolver_no_match
1660,McKinsey & Company,https://www.mckinsey.com/,smartrecruiters,resolver_no_match
1661,Morgan Stanley,https://www.morganstanley.com/,smartrecruiters,resolver_no_match
1665,Wells Fargo,https://www.wellsfargo.com/,smartrecruiters,resolver_no_match
1676,Oxford University Press,https://corp.oup.com/,greenhouse,resolver_no_match
1679,Rocket Software,https://www.rocketsoftware.com/,smartrecruiters,resolver_no_match
1687,Cleantech Group,https://www.cleantech.com/,smartrecruiters,resolver_no_match
1689,Jaguar Land Rover (JLR),https://www.jaguarlandrover.com/,smartrecruiters,resolver_no_match
1690,NHS,https://nhs.uk,teamtailor,resolver_no_match
1691,DNEG,https://www.dneg.com/,jobvite,resolver_no_match
1697,Oracle,https://www.oracle.com/,bamboohr,resolver_no_match
1701,SAP,https://www.sap.com/uk/index.html,smartrecruiters,resolver_no_match
1706,Moneycorp,https://www.moneycorp.com,jobvite,resolver_no_match
1715,Metro Bank,https://www.metrobankonline.co.uk/,avature,resolver_no_match
1722,Fortinet,https://www.fortinet.com/,smartrecruiters,resolver_no_match
1723,CityFibre,https://cityfibre.com/,smartrecruiters,resolver_no_match
1725,Meta,https://meta.com,smartrecruiters,resolver_no_match
1729,Samsung Electronics,https://samsung.com,smartrecruiters,resolver_no_match
1732,Apple,https://apple.com,smartrecruiters,resolver_no_match
1742,SmartestEnergy,https://www.smartestenergy.com/,teamtailor,resolver_no_match
1750,Experian,https://www.experian.co.uk,smartrecruiters,resolver_no_match
1756,NVIDIA,https://www.nvidia.com/,smartrecruiters,resolver_no_match
1762,Booking.com,https://booking.com/,smartrecruiters,resolver_no_match
1767,Expedia Group,https://www.expediagroup.com,smartrecruiters,resolver_no_match
1771,AbbVie,https://www.abbvie.co.uk/,smartrecruiters,resolver_no_match
1772,AJ Bell,https://www.ajbell.co.uk/group/,smartrecruiters,resolver_no_match
1779,Save the Children,https://www.savethechildren.net/,smartrecruiters,resolver_no_match
1780,Next,https://www.next.co.uk/,teamtailor,resolver_no_match
1782,Anglo American,https://www.angloamerican.com/,smartrecruiters,resolver_no_match
1783,Babcock,https://www.babcockinternational.com/,smartrecruiters,resolver_no_match
1786,Unum UK,https://www.unum.co.uk/,smartrecruiters,resolver_no_match
1790,Insight,https://uk.insight.com/en_GB/home.html,smartrecruiters,resolver_no_match
1799,Healf,https://healf.com/,teamtailor,resolver_no_match
1800,MOTORS,https://www.motors.co.uk/,teamtailor,resolver_no_match
1801,IVC Evidensia,https://ivcevidensia.co.uk/,teamtailor,resolver_no_match
1805,Praktika.ai,https://praktika.ai/,teamtailor,resolver_no_match
1816,Marketbridge,https://www.marketbridge.com,smartrecruiters,resolver_no_match
1818,FundApps,https://www.fundapps.co,smartrecruiters,resolver_no_match
1828,Cardo,http://cardogroup.co.uk,smartrecruiters,resolver_no_match
1829,Cura Terrae,https://www.et.co.uk,smartrecruiters,resolver_no_match
1849,Mimo,https://www.mimohq.com,teamtailor,resolver_no_match
1850,AFS Group,https://afsgroup.uk,smartrecruiters,resolver_no_match
1856,S&W,https://www.swgroup.com,smartrecruiters,resolver_no_match
1865,Castle Fine Art,https://www.castlefineart.com,smartrecruiters,resolver_no_match
1872,Dometic,https://www.dometic.com/,teamtailor,resolver_no_match
1887,Lead Edge Capital,https://leadedge.com,greenhouse,resolver_no_match
1898,Gravita,https://www.gravita.com,teamtailor,resolver_no_match
1925,MRG Studio,https://www.mrgstudio.co.uk,smartrecruiters,resolver_no_match
1928,Vision Launch,https://www.visionlaunch.co.uk,smartrecruiters,resolver_no_match
1945,Hybrid Air Vehicles,https://www.hybridairvehicles.com,teamtailor,resolver_no_match
1952,Brindisa,https://brindisa.com,teamtailor,resolver_no_match
